"","ARI","n.clusters","runtime","seed"
"1",0.717090817990963,2,0.786297285556793,511403931.493231
"2",0.717090817990963,2,0.796649368604024,1542818470.23004
"3",0.717090817990963,2,0.801996950308482,1046123241.57701
"4",0.717090817990963,2,0.795110932985942,653822536.090418
"5",0.717090817990963,2,0.801713263988495,941262745.564166
"6",0.717090817990963,2,1.36489633321762,1370433508.76688
"7",0.717090817990963,2,1.3631486137708,737120817.523627
"8",0.717090817990963,2,0.798133150736491,1280171686.66352
"9",0.717090817990963,2,1.36138096650441,1017834658.01297
"10",0.717090817990963,2,0.80471396446228,838020342.120764
