"","ARI","n.clusters","runtime","seed"
"1",0.702478998346816,3,1.57481373548508,256620689.808319
"2",0.702478998346816,3,1.53974438110987,944576119.329286
"3",0.694235368313022,2,1.99492116769155,1304683773.26248
"4",0.710467040697413,3,1.56378648678462,641515632.18685
"5",0.702478998346816,3,1.50363538265228,1528638108.19191
"6",0.710467040697413,3,1.61091818412145,7961900.31335174
"7",0.710467040697413,3,2.21822343269984,1048395342.16014
"8",0.728736370520594,3,1.58917138179143,138371467.922052
"9",0.728736370520594,3,1.52167111635208,1549108607.98914
"10",0.710467040697413,3,1.70613256692886,724808170.420519
