"","ARI","n.clusters","runtime","seed"
"1",0.303930087980334,14,0.415162483851115,862880057.888865
"2",0.303930087980334,14,0.428344349066416,1487068925.51044
"3",0.303930087980334,14,0.416510085264842,539489689.526914
"4",0.303930087980334,14,0.423141864935557,279736530.126939
"5",0.303930087980334,14,0.415567600727081,647782541.490958
"6",0.303930087980334,14,0.424664402008057,805835077.142129
"7",0.303930087980334,14,0.419494513670603,1079763727.01709
"8",0.303930087980334,14,0.414668067296346,957074612.559347
"9",0.303930087980334,14,0.420955197016398,506784063.709243
"10",0.303930087980334,14,0.428322613239288,1202463084.68243
