"","ARI","n.clusters","runtime","seed"
"1",0.377031655335345,11,0.0117321689923604,NA
"2",0.377031655335345,11,0.0120590170224508,NA
"3",0.377031655335345,11,0.0120099027951558,NA
"4",0.377031655335345,11,0.0123693823814392,NA
"5",0.377031655335345,11,0.0131492296854655,NA
"6",0.377031655335345,11,0.0121954520543416,NA
"7",0.377031655335345,11,0.0119346499443054,NA
"8",0.377031655335345,11,0.0119506994883219,NA
"9",0.377031655335345,11,0.0216896295547485,NA
"10",0.377031655335345,11,0.0129609982172648,NA
