"","ARI","n.clusters","runtime","seed"
"1",0.213599839565177,5,0.565540182590485,NA
"2",0.213599839565177,5,0.563730132579803,NA
"3",0.213599839565177,5,0.548919049898783,NA
"4",0,0,0,0
"5",0,0,0,0
"6",0,0,0,0
"7",0,0,0,0
"8",0,0,0,0
"9",0,0,0,0
"10",0,0,0,0
