"","ARI","n.clusters","runtime","seed"
"1",0.4125859053503,9,66.0234325647354,1047428685.79362
"2",0.4125859053503,9,71.7909132679303,239375733.961833
"3",0.4125859053503,9,66.697786617279,716242373.061028
"4",0,0,0,0
"5",0,0,0,0
"6",0,0,0,0
"7",0,0,0,0
"8",0,0,0,0
"9",0,0,0,0
"10",0,0,0,0
