"","ARI","n.clusters","runtime","seed"
"1",0.577146792083596,13,0.198308483759562,417130124.704089
"2",0.577146792083596,13,0.188707232475281,535794946.665155
"3",0.577146792083596,13,0.18709625005722,760957101.815619
"4",0.577146792083596,13,0.186118467648824,1473785459.76716
"5",0.577146792083596,13,0.20362028280894,78117504.4627899
"6",0.577146792083596,13,0.190983418623606,743479130.26111
"7",0.577146792083596,13,0.194192719459534,1575530844.35875
"8",0.577146792083596,13,0.204146699110667,897299318.990211
"9",0.577146792083596,13,0.193918184439341,1417009490.52627
"10",0.577146792083596,13,0.192040781180064,1238617373.47465
