"","ARI","n.clusters","runtime","seed"
"1",0.384223222895583,18,13.9528826316198,464277
"2",0.384223222895583,18,13.1883704304695,464277
"3",0.384223222895583,18,12.6619304696719,464277
"4",0.384223222895583,18,12.6084577322006,464277
"5",0.384223222895583,18,12.6096013148626,464277
"6",0.384223222895583,18,12.5864282806714,464277
"7",0.384223222895583,18,12.550216348966,464277
"8",0.384223222895583,18,12.5536328991254,464277
"9",0.384223222895583,18,12.5410648663839,464277
"10",0.384223222895583,18,12.5468288501104,464277
