"","ARI","n.clusters","runtime","seed"
"1",0.669245032736534,12,6.70561784903208,464277
"2",0.669245032736534,12,6.34057859977086,319064
"3",0.669245032736534,12,6.54470721483231,319064
"4",0.669245032736534,12,5.92343011697133,319064
"5",0.669245032736534,12,6.064828368028,319064
"6",0.669245032736534,12,5.84133413235346,319064
"7",0.669245032736534,12,5.90974546670914,319064
"8",0.669245032736534,12,6.0576633810997,319064
"9",0.669245032736534,12,5.80586611827215,319064
"10",0.669245032736534,12,5.83683789968491,319064
