"","ARI","n.clusters","runtime","seed"
"1",0.427436014296937,8,88.4116282145182,141496
"2",0.427436014296937,8,11.8135557333628,450060
"3",0.427436014296937,8,11.5557345827421,450060
"4",0.427436014296937,8,11.4849581003189,450060
"5",0.427436014296937,8,11.0967007199923,450060
"6",0.427436014296937,8,11.3598988691966,450060
"7",0.427436014296937,8,11.3593745311101,450060
"8",0.427436014296937,8,11.4317818522453,450060
"9",0.427436014296937,8,11.3233957489332,450060
"10",0.427436014296937,8,11.3619605183601,450060
