"","ARI","n.clusters","runtime","seed"
"1",0.360996897707981,39,2.64230973323186,1276367955.53623
"2",0.360996897707981,39,2.62012410163879,546563693.711163
"3",0.360996897707981,39,2.58565814892451,953861377.720852
"4",0.360996897707981,39,2.59807415008545,276955406.789895
"5",0.360996897707981,39,2.61940610011419,812173912.460033
"6",0.360996897707981,39,2.62635335127513,791008810.357383
"7",0.360996897707981,39,2.60990788141886,547016935.96223
"8",0.360996897707981,39,2.62099148432414,178222408.031087
"9",0.360996897707981,39,2.59722558657328,650335724.26682
"10",0.360996897707981,39,2.5926522175471,1287902126.22065
