"","ARI","n.clusters","runtime","seed"
"1",0.534704290735767,3,2.30272614955902,101164113.02235
"2",0.534704290735767,3,2.1761057694753,499364998.992808
"3",0.534704290735767,3,2.1333541671435,1458976938.18565
"4",0.534704290735767,3,2.14202175140381,248031674.022504
"5",0.534704290735767,3,2.12718189954758,208643197.234119
"6",0.534704290735767,3,2.12609695196152,1442723654.57339
"7",0.534704290735767,3,2.15853813091914,1124534892.52907
"8",0.534704290735767,3,2.12903155088425,840734890.609075
"9",0.534704290735767,3,2.13751351833344,1308232490.42189
"10",0.534704290735767,3,2.13484292030334,1408270499.47781
