"","ARI","n.clusters","runtime","seed"
"1",0.218777077587866,17,0.255042350292206,NA
"2",0.218777077587866,17,0.268848915894826,NA
"3",0.218777077587866,17,0.256554468472799,NA
"4",0,0,0,0
"5",0,0,0,0
"6",0,0,0,0
"7",0,0,0,0
"8",0,0,0,0
"9",0,0,0,0
"10",0,0,0,0
