"","ARI","n.clusters","runtime","seed"
"1",0.44547123497392,18,0.640959417819977,95396373.3560854
"2",0.445716565685699,18,0.63783080180486,714418861.155334
"3",0,0,0,0
"4",0,0,0,0
"5",0,0,0,0
"6",0,0,0,0
"7",0,0,0,0
"8",0,0,0,0
"9",0,0,0,0
"10",0,0,0,0
