"","ARI","n.clusters","runtime","seed"
"1",0.423789192311391,17,6.645720966657,691351468.709676
"2",0.423789192311391,17,6.58571060101191,1313099335.26371
"3",0.423789192311391,17,6.58457863330841,489666979.940359
"4",0,0,0,0
"5",0,0,0,0
"6",0,0,0,0
"7",0,0,0,0
"8",0,0,0,0
"9",0,0,0,0
"10",0,0,0,0
