"","ARI","n.clusters","runtime","seed"
"1",0.585798263337421,6,2.98659343322118,285699652.320289
"2",0.587136352733608,6,2.24465076526006,1052517271.52391
"3",0.587136352733608,6,2.2811159491539,714098276.614561
"4",0,0,0,0
"5",0,0,0,0
"6",0,0,0,0
"7",0,0,0,0
"8",0,0,0,0
"9",0,0,0,0
"10",0,0,0,0
