"","ARI","n.clusters","runtime","seed"
"1",0.355336140361573,2,1.42223901748657,995292112.235042
"2",0.355336140361573,2,1.43778090079625,906563634.408813
"3",0.355336140361573,2,1.34670943419139,675725014.720875
"4",0.355336140361573,2,1.39416006803513,121387998.480785
"5",0.355336140361573,2,1.37362888256709,583807179.10856
"6",0.355336140361573,2,1.50482029914856,447560799.77786
"7",0.355336140361573,2,1.31885211865107,1205453052.80088
"8",0.355336140361573,2,1.32332844734192,307670086.463354
"9",0.355336140361573,2,1.33732943137487,1299165588.23369
"10",0.355336140361573,2,1.31551841894786,414426408.806101
